20240302090010,0.64,1020.56,16.51,92.91,19133,121.96
20240302091010,1.09,1020.4,21.67,75.69,40267.29,319.77
20240302092010,1.23,1020.38,20.81,75.19,28759.28,151.91
20240302093010,1.22,1020.44,19.35,79.48,20021.5,68.62
20240302094010,1.1,1020.4,18.26,78.84,15427.33,40.48
20240302095010,0.84,1020.36,18.57,80.1,18208.58,54.19
20240302100010,0.64,1020.25,18.51,79.01,16047.42,45.49
20240302101010,0.17,1020.16,19.52,76.58,17753.83,55.66
20240302102010,0.47,1020.25,18.42,74.55,7036.83,8.95
20240302103010,0.61,1020.33,17.5,82.35,16586.17,55.43
20240302104010,0.65,1020.07,18.29,81.9,21849.75,87.3
20240302105010,0.77,1019.97,18.73,77.8,26501.58,121.15
20240302110010,0.35,1019.89,19.16,76.11,20966.5,86.07
20240302111010,0.46,1020.03,17.63,79.56,9231.33,14.63
20240302112010,0.53,1019.83,17.81,79.81,24346.67,107.87
20240302113010,0.76,1019.47,19.87,76.93,34744.53,219.96
20240302114010,0.87,1019.16,18.89,79.54,24777.92,110.26
20240302115010,0.81,1019.09,19.6,76.68,21938.33,101.89
20240302120010,0.55,1019.17,17.05,83.38,5103.17,4.01
20240302121010,0.18,1019.12,16.4,87.58,7435.33,8.34
20240302122010,0.24,1018.96,16.39,90.54,10801.25,21.94
20240302123010,0.1,1018.74,17.32,89.02,17236.83,58.17
20240302124010,0.03,1018.66,17.49,88.62,9173.42,14.25
20240302125010,0.11,1018.42,16.56,90.21,8302.17,12.22
20240302130010,0.02,1018.15,17.04,91.18,10223.58,17.88
20240302131010,0.32,1017.92,16.74,90.09,7796.92,10.11
20240302132010,0,1017.8,16.32,91.84,6086,5.25
20240302133010,0.07,1017.58,16.48,91.35,7522,8.17
20240302134010,0.13,1017.43,16.68,90.34,10774.83,18.49
20240302135010,0.52,1017.14,17.67,85.15,17905.17,52.47
20240302140010,0.36,1017.07,16.99,85.3,8848.67,13
20240302141010,0.51,1016.93,16.61,85.83,7847.5,10.22
20240302142010,0.4,1016.86,16.74,86.46,7670.83,9.65
20240302143010,0.45,1016.87,16.63,86.28,7543.42,9.43
20240302144010,0.14,1016.72,16.66,88.7,7489.08,10.04
20240302145010,0.03,1016.68,16.49,87.63,6617,7.88
20240302150010,0.08,1016.61,16.77,89.2,7440.33,10.69
20240302151010,0.03,1016.61,16.48,90.78,3481.75,2.32
20240302152010,0.04,1016.56,16.27,91.42,3470.92,2.2
20240302153010,0.33,1016.6,16.11,90.86,3085.17,1.71
20240302154010,0,1016.63,16.04,92.49,2863.42,1.48
20240302155010,0.04,1016.45,16.03,91.89,3044.92,1.72
20240302160010,0.22,1016.47,16.01,91.14,2784.75,1.46
20240302161010,0,1016.54,15.91,91.72,2294.84,0.98
20240302162010,0.08,1016.61,15.95,92.14,2323.33,1.03
20240302163010,0.04,1016.77,15.98,92.42,2153.16,0.93
20240302164010,0,1016.69,16.06,92.07,2514.67,1.22
20240302165010,0.08,1016.79,15.96,90.79,1578.92,0.51
20240303090010,0,1019.07,17.21,91.89,9853.08,21.19
20240303091010,0.14,1018.97,19.23,86.76,20132.83,80.49
20240303092010,0.45,1018.92,19.91,82.51,21707.25,90.43
20240303093010,0.06,1018.75,21.13,78.55,26444.92,141.52
20240303094010,0.24,1018.38,26.2,62.35,45897.88,402.73
20240303095010,0.28,1018.28,24.72,60.4,29469.17,154.43
20240303100010,0.17,1018.18,24.13,64.54,31602.33,171.62
20240303101010,0.2,1018.01,24.66,61.88,30652.08,162.48
20240303102010,0.51,1017.75,28.93,50.95,57022.67,769.55
20240303103010,0.68,1017.63,24.34,59.7,17551.5,53.51
20240303104010,0.52,1017.5,22.66,65.5,25505.51,131.03
20240303105010,0.52,1017.15,31.23,46.13,100755.1,1801.3
20240303110010,0.49,1016.85,36.03,34.65,96299.38,1443.25
20240303111010,0.81,1016.79,34.72,35.63,89371.17,1257.7
20240303112010,0.52,1016.65,33.41,35.23,78794.4,991.25
20240303113010,0.98,1016.52,32.92,37.49,66867.54,833.7
20240303114010,0.9,1016.48,29.56,42.83,60354.15,669.25
20240303115010,1.26,1016.34,31.7,37.83,76158.75,1011.83
20240303120010,0.9,1016.15,30.13,41.27,46552.9,377.29
20240303121010,1.12,1016.06,26.88,49.2,32180.25,173.71
20240303122010,1.06,1015.97,25.96,52.13,25649.42,115.23
20240303123010,0.96,1015.83,24.12,56.66,16319.25,47.18
20240303124010,1.04,1015.59,24.03,56.61,18246.17,59.68
20240303125010,0.92,1015.37,23.89,56.89,19229.08,64.59
20240303130010,0.94,1015.15,24.22,55.15,24041.92,98.78
20240303131010,0.92,1014.97,24.56,54.92,28156.08,129.89
20240303132010,1,1014.71,28.35,45.46,82247.41,1182.29
20240303133010,0.95,1014.62,28.05,44.93,30181.28,154.3
20240303134010,1.05,1014.58,25.88,50.39,21191.66,75.89
20240303135010,0.91,1014.56,24.77,53.49,17236.83,51.87
20240303140010,0.82,1014.55,23.75,58.44,14797.58,38.5
20240303141010,0.82,1014.44,23.57,59.04,15296.33,40.77
20240303142010,0.74,1014.37,23.35,58.34,13977.25,33.83
20240303143010,0.98,1014.31,23.21,58.57,15125.17,38.32
20240303144010,0.84,1014.34,23.36,58.46,14946.25,36.84
20240303145010,0.97,1014.32,22.89,59.13,11696.33,23.08
20240303150010,0.76,1014.26,22.44,61.93,9918.67,17.09
20240303151010,0.68,1014.27,22.42,62.47,8784.58,13.72
20240303152010,0.62,1014.26,22.57,62.08,9709.67,16.56
20240303153010,0.85,1014.19,22.55,62.51,11126.83,20.74
20240303154010,1.04,1014.15,22.35,62.03,13516.67,30.13
20240303155010,0.92,1014.19,22.32,64.34,11320.83,21.52
20240303160010,1,1014.2,22.28,64.91,12713.67,26.39
20240303161010,1.12,1014.28,21.79,64.84,8950.5,12.04
20240303162010,0.44,1014.49,21.42,66.6,8195.42,9.82
20240303163010,0.6,1014.61,20.95,68.68,6035.58,4.55
20240303164010,0.41,1014.63,20.64,70.35,5491.58,3.64
20240303165010,0.2,1014.67,20.43,70.84,4458.42,2.4
20240304090010,1.71,1014.02,33.38,33.6,43742.94,375.21
20240304091010,2.79,1013.93,32.6,34.33,48660.81,460.56
20240304092010,2.98,1013.93,32.34,34.71,54142.18,554.87
20240304093010,2.8,1013.81,33.37,31.87,60592.24,655.97
20240304094010,2.9,1013.64,33.31,32.67,67260.98,758.42
20240304095010,2.4,1013.52,34.44,31.66,71625.24,858.84
20240304100010,2.24,1013.36,35.94,28.91,73516.44,971.5
20240304101010,3.22,1013.17,35.72,29.51,76775.8,1085.54
20240304102010,2.33,1013.02,36.22,28.17,80815.17,1202.93
20240304103010,3.32,1012.95,36.37,26.67,84004.98,1302.7
