20240515090006,0.14,1009.7,45.44,18.86,70353.52,514.5
20240515091006,0.05,1009.74,46.13,17.89,86816.19,858.87
20240515092006,0.13,1009.85,44.59,19.17,92698.44,973.21
20240515093006,0.98,1009.84,41.9,22.91,98789.31,1118.93
20240515094006,1.77,1009.84,38.54,28.44,101973.91,1218.32
20240515095006,1.56,1009.76,36.91,31.47,97006.45,1150.41
20240515100006,1.12,1009.72,37.42,30.93,92921.43,1097.7
20240515101006,1.52,1009.57,37.64,30.08,93217.38,1158.4
20240515102006,1.03,1009.64,37.11,31.14,86444.24,1100.24
20240515103006,0.99,1009.59,36.88,31.59,83813.97,1061.63
20240515104006,1.63,1009.53,36.24,33.02,86542.89,1173.36
20240515105006,1.89,1009.41,36.65,32.06,98822.91,1547.26
20240515110006,1.67,1009.42,37.34,31.19,104864.54,1785.36
20240515111006,2.58,1009.51,37.07,31.52,88695.19,1556.85
20240515112006,2.21,1009.42,35.64,34.49,94057.6,1888.85
20240515113006,2.85,1009.42,35.56,35.28,82432.72,1778.03
20240515114006,2.66,1009.32,36.11,34.61,76279.32,1803.56
20240515115006,3.3,1009.19,35.26,36.18,69154.89,1712.16
20240515120006,2.26,1009.12,35.95,34.44,68438.12,1833.15
20240515121006,3.51,1009.15,35.95,34.73,73108.02,2062.86
20240515122006,3.17,1009.1,36.42,33.91,72246.05,2088.41
20240515123006,2.46,1009.01,37.13,32.7,72990.86,2101.36
20240515124006,3.14,1008.95,36.23,33.99,59577.19,1582.64
20240515125006,2.97,1008.78,35.8,35.17,67214.08,1952.53
20240515130006,3.04,1008.71,35.63,35.65,65463.57,1923.62
20240515131006,3.07,1008.46,35.51,35.82,65342.1,1991.59
20240515132006,3.47,1008.35,35.3,36.24,62394.86,1911.96
20240515133006,3.55,1008.39,34.64,37.25,53395.48,1426.34
20240515134006,2.73,1008.37,32.6,42.03,45530.97,775.27
20240515135006,3.12,1008.34,33.47,40.11,49842.48,1138.15
20240515140006,3.08,1008.26,32.26,42.86,42472.4,712.52
20240515141006,2.55,1008.17,31.74,44.13,36245.75,350.78
20240515142006,2.34,1008.08,31.27,45.35,31604.25,251.4
20240515143006,2.09,1008.16,30.68,47,30380.25,235.55
20240515144006,2.84,1008.05,30.22,48,28066.83,197.32
20240515145006,2.19,1008.07,29.95,49,24585.08,150.72
20240515150006,3.2,1008.18,29.45,50.57,25023.17,156.96
20240515151006,2.71,1008.17,28.97,51.65,19729.33,92.96
20240515152006,2.55,1008.09,28.63,52.62,17407.42,73.15
20240515153006,2.78,1007.9,28.03,53.93,15526.25,59.11
20240515154006,1.69,1008.21,28.02,54.35,11062.67,31.36
20240515155006,1.67,1008.16,27.63,55.36,13172.5,41.07
20240515160006,1.86,1008.4,27.68,55.25,13223.17,40.99
20240515161006,1.67,1008.16,27.43,55.41,11106.5,32.11
20240515162006,1.95,1008.43,27.15,56.66,9006.42,20.18
